Age,PremiumType,Occ,Gender,BenefitPeriod,Rate
 50 ,Level,WC,M,5,30.405
 51 ,Level,WC,M,5,33.221
 52 ,Level,WC,M,5,36.023
 53 ,Level,WC,M,5,39.293
 54 ,Level,WC,M,5,42.724
 55 ,Level,WC,M,5,46.628
 56 ,Level,WC,M,5,49.406
 57 ,Level,WC,M,5,53.367
 58 ,Level,WC,M,5,56.313
 59 ,Level,WC,M,5,58.360
 60 ,Level,WC,M,5,60.175
 61 ,Level,WC,M,5,62.134
 62 ,Level,WC,M,5,64.251
 63 ,Level,WC,M,5,61.982
 64 ,Level,WC,M,5,60.944
 19 ,Level,WC,F,1,10.385
 20 ,Level,WC,F,1,10.385
 21 ,Level,WC,F,1,10.520
 22 ,Level,WC,F,1,10.534
 23 ,Level,WC,F,1,10.517
 24 ,Level,WC,F,1,10.516
 25 ,Level,WC,F,1,10.475
 26 ,Level,WC,F,1,10.443
 27 ,Level,WC,F,1,10.669
 28 ,Level,WC,F,1,10.941
 29 ,Level,WC,F,1,11.088
 30 ,Level,WC,F,1,11.473
 31 ,Level,WC,F,1,11.567
 32 ,Level,WC,F,1,11.463
 33 ,Level,WC,F,1,11.474
 34 ,Level,WC,F,1,11.626
 35 ,Level,WC,F,1,11.834
 36 ,Level,WC,F,1,12.284
 37 ,Level,WC,F,1,12.758
 38 ,Level,WC,F,1,13.052
 39 ,Level,WC,F,1,13.528
 40 ,Level,WC,F,1,14.046
 41 ,Level,WC,F,1,14.864
 42 ,Level,WC,F,1,15.768
 43 ,Level,WC,F,1,16.676
 44 ,Level,WC,F,1,17.779
 45 ,Level,WC,F,1,18.942
 46 ,Level,WC,F,1,20.242
 47 ,Level,WC,F,1,21.787
 48 ,Level,WC,F,1,23.686
 49 ,Level,WC,F,1,25.885
 50 ,Level,WC,F,1,28.082
 51 ,Level,WC,F,1,30.510
 52 ,Level,WC,F,1,34.023
 53 ,Level,WC,F,1,36.812
 54 ,Level,WC,F,1,40.053
 55 ,Level,WC,F,1,43.101
 56 ,Level,WC,F,1,46.608
 57 ,Level,WC,F,1,51.493
 58 ,Level,WC,F,1,57.464
 59 ,Level,WC,F,1,61.011
 60 ,Level,WC,F,1,66.860
 61 ,Level,WC,F,1,73.103
 62 ,Level,WC,F,1,79.957
 63 ,Level,WC,F,1,89.353
 64 ,Level,WC,F,1,89.439
 19 ,Level,WC,F,2,10.385
 20 ,Level,WC,F,2,10.385
 21 ,Level,WC,F,2,10.520
 22 ,Level,WC,F,2,10.534
 23 ,Level,WC,F,2,10.517
 24 ,Level,WC,F,2,10.516
 25 ,Level,WC,F,2,10.475
 26 ,Level,WC,F,2,10.443
 27 ,Level,WC,F,2,10.669
 28 ,Level,WC,F,2,10.941
 29 ,Level,WC,F,2,11.088
 30 ,Level,WC,F,2,11.473
 31 ,Level,WC,F,2,11.567
 32 ,Level,WC,F,2,11.463
 33 ,Level,WC,F,2,11.474
 34 ,Level,WC,F,2,11.626
 35 ,Level,WC,F,2,11.834
 36 ,Level,WC,F,2,12.284
 37 ,Level,WC,F,2,12.758
 38 ,Level,WC,F,2,13.052
 39 ,Level,WC,F,2,13.528
 40 ,Level,WC,F,2,14.046
 41 ,Level,WC,F,2,14.864
 42 ,Level,WC,F,2,15.768
 43 ,Level,WC,F,2,16.676
 44 ,Level,WC,F,2,17.779
 45 ,Level,WC,F,2,18.942
 46 ,Level,WC,F,2,20.242
 47 ,Level,WC,F,2,21.787
 48 ,Level,WC,F,2,23.686
 49 ,Level,WC,F,2,25.885
 50 ,Level,WC,F,2,28.082
 51 ,Level,WC,F,2,30.510
 52 ,Level,WC,F,2,34.023
 53 ,Level,WC,F,2,36.812
 54 ,Level,WC,F,2,40.053
 55 ,Level,WC,F,2,43.101
 56 ,Level,WC,F,2,46.608
 57 ,Level,WC,F,2,51.493
 58 ,Level,WC,F,2,57.464
 59 ,Level,WC,F,2,61.011
 60 ,Level,WC,F,2,66.860
 61 ,Level,WC,F,2,73.103
 62 ,Level,WC,F,2,79.957
 63 ,Level,WC,F,2,89.353
 64 ,Level,WC,F,2,89.439
 19 ,Level,WC,F,5,14.384
 20 ,Level,WC,F,5,14.384
 21 ,Level,WC,F,5,14.384
 22 ,Level,WC,F,5,14.384
 23 ,Level,WC,F,5,14.384
 24 ,Level,WC,F,5,14.384
 25 ,Level,WC,F,5,14.384
 26 ,Level,WC,F,5,14.384
 27 ,Level,WC,F,5,14.728
 28 ,Level,WC,F,5,15.055
 29 ,Level,WC,F,5,15.430
 30 ,Level,WC,F,5,16.187
 31 ,Level,WC,F,5,16.388
 32 ,Level,WC,F,5,16.714
 33 ,Level,WC,F,5,17.178
 34 ,Level,WC,F,5,17.797
 35 ,Level,WC,F,5,18.378
 36 ,Level,WC,F,5,19.402
 37 ,Level,WC,F,5,20.215
 38 ,Level,WC,F,5,21.214
 39 ,Level,WC,F,5,22.522
 40 ,Level,WC,F,5,23.839
 41 ,Level,WC,F,5,25.701
 42 ,Level,WC,F,5,27.125
 43 ,Level,WC,F,5,29.301
 44 ,Level,WC,F,5,31.574
 45 ,Level,WC,F,5,33.787
 46 ,Level,WC,F,5,36.246
 47 ,Level,WC,F,5,39.030
 48 ,Level,WC,F,5,42.257
 49 ,Level,WC,F,5,45.788
 50 ,Level,WC,F,5,49.669
 51 ,Level,WC,F,5,53.952
 52 ,Level,WC,F,5,60.339
 53 ,Level,WC,F,5,64.925
 54 ,Level,WC,F,5,69.679
 55 ,Level,WC,F,5,73.154
 56 ,Level,WC,F,5,76.564
 57 ,Level,WC,F,5,80.907
 58 ,Level,WC,F,5,85.372
 59 ,Level,WC,F,5,85.153
 60 ,Level,WC,F,5,88.126
 61 ,Level,WC,F,5,90.395
 62 ,Level,WC,F,5,92.058
 63 ,Level,WC,F,5,93.203
 64 ,Level,WC,F,5,93.645
 19 ,Level,BC,M,1,7.511
 20 ,Level,BC,M,1,7.511
 21 ,Level,BC,M,1,7.511
 22 ,Level,BC,M,1,7.511
 23 ,Level,BC,M,1,7.465
 24 ,Level,BC,M,1,7.394
 25 ,Level,BC,M,1,7.424
 26 ,Level,BC,M,1,7.424
 27 ,Level,BC,M,1,7.589
 28 ,Level,BC,M,1,7.582
 29 ,Level,BC,M,1,7.520
 30 ,Level,BC,M,1,7.650
 31 ,Level,BC,M,1,7.733
 32 ,Level,BC,M,1,7.720
 33 ,Level,BC,M,1,7.918
 34 ,Level,BC,M,1,8.150
 35 ,Level,BC,M,1,8.237
 36 ,Level,BC,M,1,8.066
 37 ,Level,BC,M,1,8.292
 38 ,Level,BC,M,1,8.575
 39 ,Level,BC,M,1,8.902
 40 ,Level,BC,M,1,9.386
 41 ,Level,BC,M,1,9.781
 42 ,Level,BC,M,1,10.190
 43 ,Level,BC,M,1,10.633
 44 ,Level,BC,M,1,11.458
 45 ,Level,BC,M,1,12.036
 46 ,Level,BC,M,1,13.106
 47 ,Level,BC,M,1,13.798
 48 ,Level,BC,M,1,14.579
 49 ,Level,BC,M,1,15.970
 50 ,Level,BC,M,1,17.766
 51 ,Level,BC,M,1,19.383
 52 ,Level,BC,M,1,21.165
 53 ,Level,BC,M,1,23.236
 54 ,Level,BC,M,1,25.534
 55 ,Level,BC,M,1,28.603
 56 ,Level,BC,M,1,31.429
 57 ,Level,BC,M,1,35.216
 58 ,Level,BC,M,1,38.951
 59 ,Level,BC,M,1,42.700
 60 ,Level,BC,M,1,46.990
 61 ,Level,BC,M,1,51.531
 62 ,Level,BC,M,1,57.023
 63 ,Level,BC,M,1,59.422
 64 ,Level,BC,M,1,58.207
 19 ,Level,BC,M,2,7.511
 20 ,Level,BC,M,2,7.511
 21 ,Level,BC,M,2,7.511
 22 ,Level,BC,M,2,7.511
 23 ,Level,BC,M,2,7.465
 24 ,Level,BC,M,2,7.394
 25 ,Level,BC,M,2,7.424
 26 ,Level,BC,M,2,7.424
 27 ,Level,BC,M,2,7.589
 28 ,Level,BC,M,2,7.582
 29 ,Level,BC,M,2,7.520
 30 ,Level,BC,M,2,7.650
 31 ,Level,BC,M,2,7.733
 32 ,Level,BC,M,2,7.720
 33 ,Level,BC,M,2,7.918
 34 ,Level,BC,M,2,8.150
 35 ,Level,BC,M,2,8.237
 36 ,Level,BC,M,2,8.066
 37 ,Level,BC,M,2,8.292
 38 ,Level,BC,M,2,8.575
 39 ,Level,BC,M,2,8.902
 40 ,Level,BC,M,2,9.386
 41 ,Level,BC,M,2,9.781
 42 ,Level,BC,M,2,10.190
 43 ,Level,BC,M,2,10.633
 44 ,Level,BC,M,2,11.458
 45 ,Level,BC,M,2,12.036
 46 ,Level,BC,M,2,13.106
 47 ,Level,BC,M,2,13.798
 48 ,Level,BC,M,2,14.579
 49 ,Level,BC,M,2,15.970
 50 ,Level,BC,M,2,17.766
 51 ,Level,BC,M,2,19.383
 52 ,Level,BC,M,2,21.165
 53 ,Level,BC,M,2,23.236
 54 ,Level,BC,M,2,25.534
 55 ,Level,BC,M,2,28.603
 56 ,Level,BC,M,2,31.429
 57 ,Level,BC,M,2,35.216
 58 ,Level,BC,M,2,38.951
 59 ,Level,BC,M,2,42.700
 60 ,Level,BC,M,2,46.990
 61 ,Level,BC,M,2,51.531
 62 ,Level,BC,M,2,57.023
 63 ,Level,BC,M,2,59.422
 64 ,Level,BC,M,2,58.207
 19 ,Level,BC,M,5,9.515
 20 ,Level,BC,M,5,9.515
 21 ,Level,BC,M,5,9.515
 22 ,Level,BC,M,5,9.515
 23 ,Level,BC,M,5,9.515
 24 ,Level,BC,M,5,9.515
 25 ,Level,BC,M,5,9.515
 26 ,Level,BC,M,5,9.515
 27 ,Level,BC,M,5,9.737
 28 ,Level,BC,M,5,9.774
 29 ,Level,BC,M,5,9.849
 30 ,Level,BC,M,5,10.222
 31 ,Level,BC,M,5,10.595
 32 ,Level,BC,M,5,10.744
 33 ,Level,BC,M,5,11.116
 34 ,Level,BC,M,5,11.565
 35 ,Level,BC,M,5,11.938
 36 ,Level,BC,M,5,12.052
 37 ,Level,BC,M,5,12.653
 38 ,Level,BC,M,5,13.447
 39 ,Level,BC,M,5,14.186
 40 ,Level,BC,M,5,15.110
 41 ,Level,BC,M,5,16.012
 42 ,Level,BC,M,5,17.028
 43 ,Level,BC,M,5,18.050
 44 ,Level,BC,M,5,19.486
 45 ,Level,BC,M,5,20.564
 46 ,Level,BC,M,5,22.428
 47 ,Level,BC,M,5,23.795
 48 ,Level,BC,M,5,25.086
 49 ,Level,BC,M,5,27.387
 50 ,Level,BC,M,5,30.405
 51 ,Level,BC,M,5,33.221
 52 ,Level,BC,M,5,36.023
 53 ,Level,BC,M,5,39.293
 54 ,Level,BC,M,5,42.724
 55 ,Level,BC,M,5,46.628
 56 ,Level,BC,M,5,49.406
 57 ,Level,BC,M,5,53.367
 58 ,Level,BC,M,5,56.313
 59 ,Level,BC,M,5,58.360
 60 ,Level,BC,M,5,60.175
 61 ,Level,BC,M,5,62.134
 62 ,Level,BC,M,5,64.251
 63 ,Level,BC,M,5,61.982
 64 ,Level,BC,M,5,60.944
 19 ,Level,BC,F,1,10.385
 20 ,Level,BC,F,1,10.385
 21 ,Level,BC,F,1,10.520
 22 ,Level,BC,F,1,10.534
 23 ,Level,BC,F,1,10.517
 24 ,Level,BC,F,1,10.516
 25 ,Level,BC,F,1,10.475
 26 ,Level,BC,F,1,10.443
 27 ,Level,BC,F,1,10.669
 28 ,Level,BC,F,1,10.941
 29 ,Level,BC,F,1,11.088
 30 ,Level,BC,F,1,11.473
 31 ,Level,BC,F,1,11.567
 32 ,Level,BC,F,1,11.463
 33 ,Level,BC,F,1,11.474
 34 ,Level,BC,F,1,11.626
 35 ,Level,BC,F,1,11.834
 36 ,Level,BC,F,1,12.284
 37 ,Level,BC,F,1,12.758
 38 ,Level,BC,F,1,13.052
 39 ,Level,BC,F,1,13.528
 40 ,Level,BC,F,1,14.046
 41 ,Level,BC,F,1,14.864
 42 ,Level,BC,F,1,15.768
 43 ,Level,BC,F,1,16.676
 44 ,Level,BC,F,1,17.779
 45 ,Level,BC,F,1,18.942
 46 ,Level,BC,F,1,20.242
 47 ,Level,BC,F,1,21.787
 48 ,Level,BC,F,1,23.686
 49 ,Level,BC,F,1,25.885
 50 ,Level,BC,F,1,28.082
 51 ,Level,BC,F,1,30.510
 52 ,Level,BC,F,1,34.023
 53 ,Level,BC,F,1,36.812
 54 ,Level,BC,F,1,40.053
 55 ,Level,BC,F,1,43.101
 56 ,Level,BC,F,1,46.608
 57 ,Level,BC,F,1,51.493
 58 ,Level,BC,F,1,57.464
 59 ,Level,BC,F,1,61.011
 60 ,Level,BC,F,1,66.860
 61 ,Level,BC,F,1,73.103
 62 ,Level,BC,F,1,79.957
 63 ,Level,BC,F,1,89.353
 64 ,Level,BC,F,1,89.439
 19 ,Level,BC,F,2,10.385
 20 ,Level,BC,F,2,10.385
 21 ,Level,BC,F,2,10.520
 22 ,Level,BC,F,2,10.534
 23 ,Level,BC,F,2,10.517
 24 ,Level,BC,F,2,10.516
 25 ,Level,BC,F,2,10.475
 26 ,Level,BC,F,2,10.443
 27 ,Level,BC,F,2,10.669
 28 ,Level,BC,F,2,10.941
 29 ,Level,BC,F,2,11.088
 30 ,Level,BC,F,2,11.473
 31 ,Level,BC,F,2,11.567
 32 ,Level,BC,F,2,11.463
 33 ,Level,BC,F,2,11.474
 34 ,Level,BC,F,2,11.626
 35 ,Level,BC,F,2,11.834
 36 ,Level,BC,F,2,12.284
 37 ,Level,BC,F,2,12.758
 38 ,Level,BC,F,2,13.052
 39 ,Level,BC,F,2,13.528
 40 ,Level,BC,F,2,14.046
 41 ,Level,BC,F,2,14.864
 42 ,Level,BC,F,2,15.768
 43 ,Level,BC,F,2,16.676
 44 ,Level,BC,F,2,17.779
 45 ,Level,BC,F,2,18.942
 46 ,Level,BC,F,2,20.242
 47 ,Level,BC,F,2,21.787
 48 ,Level,BC,F,2,23.686
 49 ,Level,BC,F,2,25.885
 50 ,Level,BC,F,2,28.082
 51 ,Level,BC,F,2,30.510
 52 ,Level,BC,F,2,34.023
 53 ,Level,BC,F,2,36.812
 54 ,Level,BC,F,2,40.053
 55 ,Level,BC,F,2,43.101
 56 ,Level,BC,F,2,46.608
 57 ,Level,BC,F,2,51.493
 58 ,Level,BC,F,2,57.464
 59 ,Level,BC,F,2,61.011
 60 ,Level,BC,F,2,66.860
 61 ,Level,BC,F,2,73.103
 62 ,Level,BC,F,2,79.957
 63 ,Level,BC,F,2,89.353
 64 ,Level,BC,F,2,89.439
 19 ,Level,BC,F,5,14.384
 20 ,Level,BC,F,5,14.384
 21 ,Level,BC,F,5,14.384
 22 ,Level,BC,F,5,14.384
 23 ,Level,BC,F,5,14.384
 24 ,Level,BC,F,5,14.384
 25 ,Level,BC,F,5,14.384
 26 ,Level,BC,F,5,14.384
 27 ,Level,BC,F,5,14.728
 28 ,Level,BC,F,5,15.055
 29 ,Level,BC,F,5,15.430
 30 ,Level,BC,F,5,16.187
 31 ,Level,BC,F,5,16.388
 32 ,Level,BC,F,5,16.714
 33 ,Level,BC,F,5,17.178
 34 ,Level,BC,F,5,17.797
 35 ,Level,BC,F,5,18.378
 36 ,Level,BC,F,5,19.402
 37 ,Level,BC,F,5,20.215
 38 ,Level,BC,F,5,21.214
 39 ,Level,BC,F,5,22.522
 40 ,Level,BC,F,5,23.839
 41 ,Level,BC,F,5,25.701
 42 ,Level,BC,F,5,27.125
 43 ,Level,BC,F,5,29.301
 44 ,Level,BC,F,5,31.574
 45 ,Level,BC,F,5,33.787
 46 ,Level,BC,F,5,36.246
 47 ,Level,BC,F,5,39.030
 48 ,Level,BC,F,5,42.257
 49 ,Level,BC,F,5,45.788
 50 ,Level,BC,F,5,49.669
 51 ,Level,BC,F,5,53.952
 52 ,Level,BC,F,5,60.339
 53 ,Level,BC,F,5,64.925
 54 ,Level,BC,F,5,69.679
 55 ,Level,BC,F,5,73.154
 56 ,Level,BC,F,5,76.564
 57 ,Level,BC,F,5,80.907
 58 ,Level,BC,F,5,85.372
 59 ,Level,BC,F,5,85.153
 60 ,Level,BC,F,5,88.126
 61 ,Level,BC,F,5,90.395
 62 ,Level,BC,F,5,92.058
 63 ,Level,BC,F,5,93.203
 64 ,Level,BC,F,5,93.645
